count,co2_level,ldr_value,temp,humidity,fan_speed,light_intensity
20,3000,337,31.4,51.1,2,4
6,1273,282,35.7,81.1,2,2
5,1128,887,48.2,61.0,2,0
16,2347,69,20.5,56.2,2,4
3,1105,67,14.2,64.4,0,2
9,1284,5,38.3,71.1,2,3
3,761,38,29.1,63.6,1,2
9,1408,141,13.0,81.2,2,3
2,606,8,35.4,61.1,1,2
4,1113,63,30.0,58.5,1,3
7,1225,960,31.7,51.9,1,0
10,1481,275,45.8,67.9,2,2
15,2301,652,21.3,65.1,2,2
20,2815,399,31.8,67.8,3,3
14,2264,42,36.1,60.6,2,4
19,2935,66,44.8,57.3,3,4
5,1192,730,28.0,54.3,1,1
3,810,302,25.7,62.3,1,2
3,549,289,25.7,57.3,1,1
19,2621,376,13.0,63.0,2,3
19,2619,906,24.2,63.0,2,2
11,1837,834,43.5,58.1,2,1
19,2678,386,34.9,58.6,3,3
10,1525,772,32.3,66.4,2,1
7,1291,387,29.9,75.6,2,2
20,2670,308,53.0,56.2,3,4
9,1628,594,32.3,78.1,2,2
15,2300,117,29.8,59.2,2,4
7,1620,39,27.7,44.4,1,3
3,700,771,27.0,53.5,1,1
20,3000,686,41.1,47.3,3,3
8,1570,875,19.6,66.1,2,1
14,2225,894,43.3,68.9,3,2
20,2971,440,32.2,60.6,3,3
19,2885,358,24.3,63.5,2,4
12,2012,97,39.5,57.8,2,3
1,335,26,40.5,62.6,2,3
15,2260,847,49.5,71.9,4,2
7,1339,329,45.2,58.8,2,2
10,1563,26,42.6,60.7,2,3
3,862,816,39.4,53.0,1,0
19,3000,430,43.3,59.9,3,3
9,1588,523,30.6,81.3,3,2
15,2164,425,24.7,54.0,2,3
17,2504,766,29.1,55.7,2,2
15,2391,874,32.0,64.7,2,2
12,2137,110,28.4,78.9,1,3
8,1540,90,25.7,59.7,1,3
4,592,484,26.5,43.0,0,1
18,2651,357,39.9,47.4,3,3
5,1151,466,30.2,51.4,1,2
17,2533,842,32.1,80.1,3,2
17,2403,15,24.5,60.3,2,4
11,1699,709,35.1,61.4,2,2
1,481,759,22.5,43.6,0,0
20,3000,158,33.3,61.8,3,4
15,2386,582,43.5,74.2,3,3
17,2607,898,30.5,66.6,3,2
9,1266,9,15.2,61.4,1,3
6,1447,465,25.8,62.3,2,2
19,2647,127,32.9,65.1,3,4
1,724,433,20.5,62.4,1,1
13,2387,506,39.8,65.8,3,2
8,1047,465,25.4,63.9,1,2
7,1311,73,28.0,69.1,2,3
12,1986,511,37.4,63.3,2,2
14,2316,824,34.6,53.5,2,2
11,1774,331,33.9,69.7,3,2
0,374,34,28.0,83.0,0,0
12,2057,865,29.3,69.2,2,1
13,1959,0,40.8,49.6,2,4
9,1420,65,41.8,49.2,2,3
6,1123,79,43.0,61.2,2,3
9,1510,163,29.7,67.7,2,3
4,662,495,32.8,78.5,2,1
13,2349,397,43.5,45.4,2,3
14,1933,846,36.9,67.2,2,1
16,2529,127,31.0,64.8,3,4
18,2528,105,23.3,66.6,2,4
13,1924,432,33.8,62.5,2,3
20,2867,125,21.8,73.1,2,4
12,1899,50,44.1,53.0,2,3
12,2139,299,21.7,70.0,3,3
2,689,315,19.0,79.5,1,1
6,1105,386,34.3,65.9,2,2
5,1522,927,34.5,74.0,2,1
4,623,52,35.0,43.0,1,2
0,275,836,28.9,70.0,0,0
16,2410,408,26.2,54.4,2,3
16,2525,84,37.9,61.4,3,4
9,1468,366,24.3,62.7,1,2
14,2085,571,31.8,58.2,2,2
15,2112,0,37.7,68.3,3,4
9,1342,783,44.4,75.9,3,1
20,2917,346,38.0,52.3,3,3
5,1205,427,18.2,48.3,0,2
3,841,369,47.0,58.4,2,1
1,396,47,28.6,73.3,1,2
3,1095,33,30.6,73.8,2,3
15,2400,87,21.8,71.6,2,4
2,583,303,40.5,65.2,2,1
1,555,853,37.7,65.6,2,0
11,2127,515,24.3,55.6,2,2
1,550,538,47.0,51.3,2,1
5,938,4,28.4,64.9,1,2
20,3000,74,37.3,62.1,3,4
1,572,61,34.6,57.9,1,2
20,3000,779,34.8,63.8,3,2
19,2935,127,28.4,72.1,3,4
8,1440,833,32.3,56.4,2,1
16,2527,828,25.6,56.7,2,2
6,900,288,26.4,62.1,1,2
19,3000,87,26.4,63.4,2,4
1,670,71,38.6,67.1,2,2
18,2927,408,26.5,70.4,3,3
5,1177,422,37.4,64.6,2,2
15,2376,351,42.2,67.8,3,3
9,1668,489,24.2,71.9,2,2
13,2016,90,24.8,61.1,2,3
8,1647,480,30.5,57.8,2,2
17,2607,5,22.6,56.9,2,4
2,1024,902,38.5,62.1,2,0
12,1956,936,37.6,70.6,2,1
14,2119,418,31.7,63.4,2,2
3,591,101,38.5,75.6,2,2
0,579,330,40.6,49.4,0,0
19,2618,434,53.0,52.6,3,3
10,1554,803,29.0,67.2,2,1
8,1380,9,41.3,51.4,3,3
6,1154,47,26.0,76.4,2,3
0,525,76,41.5,52.4,0,0
18,2859,131,28.9,56.8,2,4
15,2407,77,37.2,64.1,3,4
2,544,788,19.9,68.7,1,0
10,1686,61,27.3,64.1,1,3
0,211,840,24.0,65.9,0,0
9,1699,482,44.1,66.0,3,2
12,1987,517,40.9,83.0,3,2
12,1880,524,25.0,83.0,2,2
3,862,61,46.1,71.5,2,2
13,1945,336,50.6,74.4,4,3
19,2805,345,31.2,53.2,2,3
3,689,232,32.6,78.7,2,2
19,3000,430,36.3,54.2,3,3
4,1057,750,38.3,63.9,2,1
12,2101,682,13.0,73.5,2,2
17,2580,41,41.7,62.8,3,4
20,3000,43,24.7,68.9,3,4
5,1084,672,19.3,65.2,1,1
20,3000,581,38.7,66.4,3,3
19,3000,172,35.3,83.0,4,4
20,2939,351,26.0,70.3,3,4
1,360,148,23.9,58.2,1,2
5,1156,69,35.8,62.4,1,3
19,2930,62,36.7,57.1,3,4
8,1305,784,37.3,66.6,2,1
7,1264,659,28.1,76.7,2,1
9,1788,508,23.0,63.9,2,2
1,324,372,20.9,63.2,1,1
2,792,404,44.1,62.6,2,1
16,2370,812,35.3,64.5,3,2
18,2877,99,25.7,83.0,3,4
0,200,112,37.2,62.4,0,0
3,750,500,34.1,54.5,1,1
11,1717,57,42.1,64.0,3,3
4,896,654,34.8,51.3,1,1
19,2722,849,37.0,47.9,2,2
5,940,383,46.2,65.3,2,2
5,868,46,42.7,60.9,2,2
2,524,718,16.0,79.0,1,0
19,2907,137,32.8,83.0,3,4
16,2727,27,19.2,72.8,3,4
19,3000,870,37.3,82.9,3,2
4,853,64,36.3,64.0,1,2
19,2535,129,27.2,49.6,2,4
11,1965,924,23.4,53.4,1,1
13,1980,457,22.6,63.8,2,2
11,1504,915,35.6,60.2,2,1
17,2450,748,45.7,60.3,3,2
5,1318,105,34.3,79.9,3,3
0,422,932,39.1,60.5,0,0
18,2705,62,33.3,69.2,3,4
17,2525,34,49.4,76.4,4,4
12,2289,886,32.0,67.5,2,1
17,2520,357,13.0,60.8,1,3
6,1007,806,35.4,73.1,2,1
5,1125,518,31.5,51.8,1,1
2,632,915,28.6,64.8,1,0
17,2612,865,45.5,59.2,3,2
1,510,131,17.7,65.5,1,2
7,1221,74,46.6,69.6,3,3
13,2095,609,40.3,68.0,3,2
9,1371,456,28.3,70.1,2,2
6,1126,757,39.2,48.5,2,1
8,1365,503,14.9,55.0,1,2
16,2499,304,31.4,54.2,2,3
16,2477,953,36.6,45.6,2,1
10,1438,855,30.5,64.5,2,1
12,1853,793,32.1,68.0,2,2
15,2248,932,39.4,51.5,2,1
20,3000,473,25.9,67.0,2,3
6,1078,782,22.8,75.1,2,1
13,2147,50,29.6,45.8,2,3
15,2481,844,49.7,52.6,3,2
2,405,826,36.8,43.0,1,0
16,2658,436,29.5,74.3,2,3
13,2402,80,29.1,71.5,3,4
15,2495,677,30.2,68.9,3,2
16,2229,572,47.0,54.2,3,2
8,1455,235,46.1,49.2,2,2
20,3000,765,46.8,70.6,4,2
16,2440,484,31.7,71.8,3,3
3,728,492,46.6,59.1,2,1
2,512,69,18.9,60.6,1,2
6,1083,489,41.7,62.3,2,1
13,2059,592,31.5,83.0,3,2
15,2084,248,53.0,49.6,3,3
14,2285,79,24.2,47.9,2,4
8,1690,951,29.4,52.8,1,1
17,2716,497,45.7,80.5,4,3
4,1100,484,34.9,43.0,1,1
3,503,474,46.2,78.7,3,1
11,1891,77,14.8,65.6,1,3
12,2166,890,34.3,72.7,2,1
5,972,506,33.0,52.0,1,1
15,2408,562,45.4,75.7,4,2
10,1718,508,16.6,68.7,2,2
16,2722,583,40.9,45.1,3,3
2,824,734,13.0,66.7,1,1
15,2165,517,36.2,57.2,3,3
1,385,464,22.2,52.0,0,1
9,1417,453,19.5,61.7,1,2
3,961,461,29.1,60.0,1,1
4,868,0,17.5,51.8,1,3
14,2233,96,33.8,82.2,3,4
18,2746,511,36.1,43.0,2,3
20,2939,394,27.7,54.9,2,3
7,1151,110,14.7,59.0,0,3
20,3000,427,40.5,63.6,3,4
1,408,15,32.1,56.7,1,2
12,1737,511,35.5,55.7,2,2
7,1497,817,31.3,57.4,2,1
12,1898,82,20.8,61.3,2,3
5,1237,553,37.5,57.2,2,1
4,898,991,41.6,66.4,2,0
7,1594,85,35.0,56.7,2,3
16,2345,507,40.1,62.4,2,3
13,1908,286,42.7,44.7,2,3
11,1579,1000,45.9,62.8,3,1
16,2649,432,47.2,57.1,3,3
0,263,29,28.0,78.6,0,0
2,825,110,39.9,64.6,2,2
9,1318,279,35.4,73.8,2,2
3,728,904,29.2,59.1,1,0
17,2919,888,31.7,64.8,3,2
4,985,464,34.5,57.8,1,1
17,2398,913,28.9,53.4,2,2
7,1284,934,48.1,50.4,2,1
20,2877,726,39.2,83.0,4,3
13,2259,455,38.2,56.7,2,2
17,2945,331,19.8,56.6,2,3
8,1654,953,32.8,66.1,2,1
8,1353,402,24.9,75.9,2,2
8,1522,0,45.6,65.9,3,3
19,2768,1000,36.4,81.6,4,2
16,2459,506,38.5,77.5,3,3
17,2577,361,25.8,64.3,2,3
2,623,1000,29.9,64.6,2,0
14,2175,854,31.7,63.4,2,2
10,1773,105,22.3,72.5,2,3
8,1413,751,36.5,43.1,1,1
1,200,828,25.8,83.0,1,0
7,983,23,49.9,70.1,3,3
19,2878,921,42.9,52.1,3,2
10,1749,544,19.7,45.6,1,2
15,2565,800,28.6,70.6,3,2
9,1670,930,13.0,59.6,1,1
18,2672,58,36.3,83.0,4,4
16,2244,59,34.2,56.6,2,4
19,2773,83,43.9,61.1,3,4
14,2299,112,31.8,79.7,3,4
15,2653,59,39.2,43.0,2,4
16,2709,620,32.7,62.5,3,3
6,1261,72,33.6,58.9,2,3
7,1248,135,33.6,56.1,2,2
10,1539,18,39.3,59.7,2,3
15,2113,637,46.3,57.9,3,2
1,675,865,28.3,48.5,1,0
4,820,107,24.6,78.6,2,2
7,1499,469,24.8,67.6,2,2
8,1230,636,43.0,64.2,2,1
3,482,761,42.2,46.1,1,0
6,1189,911,13.0,70.8,1,0
13,1949,874,35.6,54.1,2,1
0,270,116,18.2,58.7,0,0
18,2609,709,32.3,63.9,2,3
9,1694,829,29.6,76.0,2,1
15,2148,317,17.0,60.2,2,3
15,2172,877,34.7,56.5,2,2
20,3000,726,19.5,77.7,3,3
5,904,944,21.3,66.0,1,0
1,560,227,35.9,60.3,1,1
8,1151,809,25.5,80.6,2,1
3,853,955,33.0,60.5,1,0
0,425,455,43.7,69.1,0,0
10,1454,54,34.9,57.0,2,3
6,1208,664,34.2,49.0,1,1
8,1380,450,32.4,76.2,3,2
10,1474,0,48.8,57.8,3,3
20,2762,375,43.5,48.7,3,4
20,3000,392,46.4,66.9,3,4
7,1363,480,43.1,80.9,3,2
3,670,654,28.9,52.2,1,1
5,1381,832,27.5,53.1,1,1
4,979,810,51.9,69.4,3,1
14,2156,53,33.0,76.1,3,4
6,1161,493,36.1,71.0,2,1
7,1059,334,31.8,55.6,2,1
6,1222,679,13.0,50.3,0,1
14,2219,720,42.1,62.3,3,2
4,919,108,41.0,43.0,1,2
13,2032,74,42.0,43.0,2,3
3,960,125,33.1,65.7,2,2
18,2790,49,21.2,50.9,2,4
0,200,980,24.5,60.8,0,0
0,452,448,24.7,57.1,1,0
11,1977,466,39.5,50.7,2,2
12,1991,301,38.8,70.5,3,3
7,1524,169,48.7,59.0,3,2
14,2005,552,32.5,50.3,2,2
10,1646,827,21.9,56.7,1,1
12,1982,284,25.6,68.3,2,3
0,295,428,45.0,69.9,0,0
14,2051,118,24.1,65.1,2,3
1,575,464,30.2,73.6,1,1
17,2326,1000,28.5,60.5,2,1
4,794,95,41.7,45.7,1,2
6,1280,711,25.7,56.6,1,1
13,2021,600,40.5,57.5,2,2
1,341,450,47.1,67.3,2,1
3,1025,485,33.1,59.8,1,1
20,3000,64,16.3,67.7,2,4
19,2848,99,27.0,47.1,2,4
6,1126,105,17.0,65.4,1,3
10,1451,51,17.1,51.7,1,3
10,1530,528,34.7,60.8,2,2
3,867,857,32.2,57.7,2,0
8,1762,586,15.0,74.4,1,2
13,2037,739,28.4,68.4,2,2
13,2162,48,20.7,83.0,2,4
6,1197,85,45.5,46.7,2,2
16,2648,372,29.2,67.0,2,3
19,2915,826,18.0,59.3,2,2
12,1819,890,41.0,78.4,3,1
16,2305,793,31.2,59.0,2,2
3,1069,755,26.7,62.5,1,1
2,516,831,42.2,52.7,2,0
16,2469,434,24.5,44.4,1,3
1,484,811,35.7,59.2,1,0
4,942,950,26.9,44.2,0,0
20,2876,654,28.5,71.2,3,3
12,1986,120,27.1,71.0,2,3
8,1432,944,15.6,57.5,1,1
5,958,52,35.7,62.1,1,2
20,2934,482,32.2,56.9,3,3
15,2433,318,28.2,62.4,2,3
1,654,260,34.0,55.4,1,2
12,1775,55,32.3,56.4,2,3
7,1458,636,13.0,72.9,1,1
1,382,362,44.1,47.8,1,1
16,2292,785,44.1,60.7,3,2
5,1079,44,26.8,83.0,2,3
5,830,454,53.0,61.2,2,2
19,2808,389,19.9,66.2,2,3
13,2087,567,25.3,60.3,2,2
6,1164,643,30.7,58.8,1,1
16,2517,916,38.7,50.7,3,2
14,1892,807,25.2,74.1,2,2
9,1378,322,37.9,64.5,2,2
17,2378,74,41.7,68.8,3,4
16,2686,771,21.0,63.4,2,2
10,1469,448,26.5,57.4,1,2
8,1536,857,41.3,48.3,2,1
3,478,901,28.0,61.2,1,0
0,476,733,41.1,81.8,0,0
11,1976,538,42.6,71.9,3,2
4,889,447,38.8,43.0,1,2
7,1256,507,27.0,72.1,2,1
15,2310,341,29.2,58.6,2,3
9,1637,347,24.6,73.5,2,2
3,884,1000,53.0,63.2,3,0
14,2285,136,19.3,55.7,1,3
4,904,742,33.9,62.7,2,1
16,2643,846,18.7,70.3,2,2
15,2392,454,30.4,69.5,3,3
11,1640,106,26.4,51.5,1,3
9,1658,861,36.2,69.6,2,1
11,2017,341,29.1,73.3,2,3
17,2661,739,28.8,56.8,2,2
11,1728,593,30.1,57.8,2,2
10,1696,379,34.4,71.3,2,2
5,956,393,37.4,68.5,2,2
0,331,443,29.9,58.6,0,0
17,2485,63,41.5,74.1,3,4
20,3000,831,24.7,66.6,2,3
14,2456,839,44.8,68.1,3,2
1,380,76,34.2,66.6,1,2
20,2835,352,33.9,71.5,3,4
15,2122,134,42.1,60.6,3,3
1,317,813,29.7,55.2,1,0
9,1475,814,19.1,72.0,2,1
5,999,0,41.5,46.8,2,3
3,935,905,36.9,59.0,2,0
18,2555,721,32.2,53.8,2,2
4,989,989,30.4,66.6,1,0
20,2850,742,14.1,69.8,2,3
8,1475,221,35.6,67.5,2,2
19,2661,771,40.0,54.5,3,2
13,2080,677,37.2,48.6,2,2
15,2107,639,44.0,69.7,3,2
16,2478,82,36.3,66.4,3,4
17,2828,529,40.9,65.4,3,3
15,2360,595,35.4,66.9,3,2
11,1932,99,48.8,54.0,3,3
9,1808,374,29.1,66.2,2,2
17,2839,824,30.6,61.4,3,2
17,2508,782,50.5,64.0,3,2
12,1821,926,37.6,47.4,2,1
20,3000,1000,42.5,80.5,4,2
13,1829,211,35.4,53.9,2,3
20,3000,804,30.6,53.6,2,2
9,1713,545,32.7,81.7,3,2
18,2549,860,34.2,65.8,3,2
19,2993,339,35.2,65.3,3,4
2,568,115,37.3,52.6,1,2
0,200,373,47.6,61.9,0,0
8,1633,61,19.8,65.3,1,3
12,1679,501,31.7,59.6,2,2
11,1932,54,46.9,46.8,2,3
5,984,1000,42.4,83.0,3,0
1,773,382,47.4,60.3,2,2
10,1647,497,34.4,65.1,2,2
7,1497,39,35.5,61.0,2,3
4,859,1000,37.5,71.0,2,0
18,2869,13,32.4,48.9,2,4
18,3000,503,13.7,58.0,1,3
7,1502,420,28.3,59.8,1,2
2,449,73,32.2,67.0,1,2
11,1860,790,27.9,65.8,2,1
20,2907,839,41.3,61.8,3,2
9,1734,491,27.6,65.6,2,2
1,546,448,38.6,43.0,1,1
16,2579,865,38.1,57.9,2,2
12,2088,103,19.5,72.9,2,3
4,1113,136,28.4,45.6,1,2
0,387,787,36.4,65.2,0,0
12,2075,317,36.7,73.0,3,3
5,882,705,36.8,66.5,2,1
4,677,102,46.4,59.6,2,2
15,2363,306,15.7,53.0,1,3
18,2886,125,25.5,53.9,2,4
2,889,940,27.8,59.8,1,0
12,1986,320,47.9,58.9,3,3
13,2345,729,13.0,57.0,1,2
3,1072,909,34.9,60.6,2,0
8,1748,892,48.7,60.3,3,1
16,2579,410,40.4,67.4,3,3
11,1932,882,26.0,62.9,2,1
12,1878,778,23.1,63.1,2,1
16,2484,502,31.9,70.7,3,3
5,1148,519,35.5,74.1,2,1
9,1402,281,51.9,65.8,3,2
12,1950,72,43.2,62.5,3,3
20,2839,120,34.7,66.2,3,4
10,1663,692,53.0,62.8,3,2
17,2452,341,34.4,56.7,3,3
19,2723,283,28.3,55.3,2,4
18,2602,493,48.3,43.0,3,3
11,1683,278,42.8,58.2,2,3
0,409,515,34.2,52.4,0,0
15,2107,479,28.4,59.1,2,3
9,1746,10,43.5,65.2,3,3
7,1460,554,36.5,60.0,2,2
10,1217,201,26.2,53.0,1,3
6,1260,348,53.0,43.0,2,2
1,590,420,27.2,71.0,1,1
16,2394,288,33.2,64.3,2,2
2,703,470,17.2,67.7,1,1
7,1141,71,41.1,58.4,2,3
1,544,324,43.7,59.2,2,1
12,2135,445,29.5,66.0,2,3
7,1280,382,18.5,67.0,1,2
1,473,941,50.7,57.0,2,0
13,2217,80,47.7,63.1,3,3
6,949,766,34.6,52.2,1,1
3,744,281,28.9,52.2,1,2
4,951,571,46.4,62.3,2,1
3,964,32,36.9,72.7,2,2
6,1274,930,29.5,56.9,1,0
18,2703,514,47.0,53.2,3,3
0,660,133,24.3,53.9,0,0
1,644,759,21.1,64.0,1,0
20,3000,754,17.8,62.0,2,3
17,2814,805,27.9,54.3,2,2
7,1341,56,49.3,65.3,3,3
3,842,447,14.7,59.2,0,1
19,3000,629,21.1,51.0,2,3
0,200,968,31.1,78.9,0,0
8,1486,392,35.2,43.0,1,2
3,780,34,48.6,65.6,2,2
8,1427,393,18.9,43.0,0,2
9,1683,485,39.9,76.9,3,2
0,769,140,27.6,58.5,0,0
17,2856,462,13.0,82.4,2,3
10,1490,515,34.8,59.9,2,2
9,1512,109,48.2,68.3,3,3
7,1179,376,32.4,59.9,1,2
0,308,63,53.0,70.6,0,0
3,618,812,32.6,63.3,1,0
19,2751,328,52.4,70.1,4,3
3,781,920,36.0,80.2,2,0
19,2957,90,49.2,50.4,3,4
14,2233,1000,24.1,61.8,2,1
7,1269,87,44.4,73.7,3,3
9,1482,69,33.0,57.4,1,3
0,407,123,27.7,66.9,0,0
8,1633,387,20.6,69.3,1,2
12,2198,74,45.7,72.8,3,3
4,1088,35,49.6,56.2,2,3
13,2339,798,17.9,83.0,2,2
10,1633,339,44.4,59.5,2,2
3,919,193,24.5,58.6,1,2
1,574,229,36.9,58.1,1,2
20,3000,807,20.2,47.0,2,2
7,1230,75,34.0,54.8,1,3
18,2407,377,39.7,55.3,3,3
1,608,756,45.8,49.2,2,0
9,1359,600,30.5,57.6,2,2
14,2178,78,46.4,66.9,3,4
16,2599,762,37.3,68.1,3,2
20,3000,326,26.9,53.9,2,4
1,699,59,34.2,57.9,1,2
11,1720,73,18.7,43.0,1,3
3,908,695,48.2,65.7,2,1
5,880,302,42.5,51.9,2,2
13,2092,901,30.8,60.6,2,1
10,1651,931,28.1,60.7,2,1
5,838,450,35.9,76.0,2,2
11,1710,769,25.2,80.3,2,1
15,2346,852,29.9,51.5,2,2
13,2106,534,37.8,60.1,2,2
7,1327,102,50.9,66.7,3,3
8,1357,489,53.0,71.2,3,2
12,1978,237,30.4,43.0,2,3
18,2834,118,31.5,54.0,2,4
2,650,589,28.6,49.8,1,1
8,1533,730,36.3,52.9,2,1
2,807,131,43.6,64.3,2,2
6,1301,948,34.2,75.2,2,1
9,1628,773,31.3,79.0,2,1
6,1179,773,42.3,60.1,2,1
5,1117,195,29.3,55.1,1,2
4,907,60,31.2,70.0,2,2
4,778,263,24.3,73.9,2,2
9,1629,386,43.7,69.3,3,2
14,2145,854,37.0,63.0,3,2
1,487,409,25.5,61.2,1,1
14,2372,795,33.0,60.4,3,2
1,550,543,33.6,57.1,1,1
11,1921,88,14.3,83.0,2,3
2,512,69,53.0,74.9,3,2
2,453,928,53.0,51.9,2,0
7,1353,736,19.3,80.7,2,1
19,2936,131,21.4,63.0,2,4
10,1388,84,35.8,59.4,2,3
20,3000,339,30.5,52.1,2,4
11,2075,404,21.8,83.0,2,2
11,1761,794,13.0,68.9,1,1
13,2014,842,22.9,63.8,2,1
14,1910,48,26.8,60.9,2,4
5,1233,862,33.7,66.2,2,1
12,1932,776,16.4,43.5,0,2
1,543,325,30.4,43.0,0,2
9,1490,386,49.1,78.6,3,2
18,2904,135,41.3,54.3,3,4
19,2809,75,36.0,71.6,3,4
14,2374,97,20.5,53.4,2,3
1,567,540,22.1,53.1,0,1
12,1920,910,36.3,44.8,2,1
10,1413,432,38.5,72.2,3,2
18,2922,944,24.9,48.5,3,2
17,2533,825,16.7,58.7,2,2
9,1741,103,36.4,51.0,2,3
10,1751,725,53.0,55.0,2,2
14,2129,81,39.3,70.2,3,3
6,1190,197,40.6,57.1,2,2
5,1321,477,16.6,65.1,1,2
17,2726,137,27.2,47.8,2,4
14,2130,259,18.8,63.7,2,3
2,681,70,28.1,63.1,1,2
9,1615,13,29.4,63.2,2,3
5,1179,781,34.6,69.0,2,1
18,2811,35,16.6,44.6,1,4
2,715,827,40.8,76.3,2,0
18,2814,54,44.5,62.1,3,4
14,2432,700,36.6,62.7,3,2
11,1712,657,24.5,83.0,2,2
9,1801,102,44.4,60.1,3,3
1,712,520,31.0,70.3,1,1
6,1000,468,32.1,81.4,2,2
3,703,956,36.7,46.3,1,0
16,2618,890,25.1,55.0,2,2
5,1176,192,30.6,55.6,1,2
20,3000,52,44.1,43.0,3,4
18,2965,840,46.2,79.5,4,2
13,2267,366,18.0,52.8,1,3
14,2142,45,32.5,76.1,3,4
2,657,585,34.5,58.7,2,1
14,1917,395,36.0,68.2,3,3
17,2512,103,27.7,60.4,2,4
1,384,461,38.9,49.3,1,1
9,1515,927,24.0,52.9,1,1
5,678,267,39.8,72.7,2,2
17,2712,911,28.9,68.4,4,2
12,2049,89,41.6,48.6,2,3
14,2488,753,32.7,75.4,3,2
13,1966,903,14.9,76.8,2,1
2,856,326,24.5,74.6,1,2
0,384,556,39.1,55.1,0,0
1,739,84,17.3,64.9,1,2
10,1625,91,32.6,58.3,2,3
11,1675,443,21.3,82.0,2,2
1,200,545,44.1,76.7,2,1
3,870,762,32.8,70.6,2,1
20,2747,939,26.0,58.0,2,2
12,1914,351,23.6,59.9,2,3
4,974,627,27.9,67.2,2,1
15,2491,620,16.3,67.9,2,2
11,1945,367,48.1,64.9,3,3
10,1565,807,39.7,80.8,3,1
6,1511,179,48.9,54.6,2,3
15,2275,460,24.6,58.7,2,4
11,1731,155,26.2,52.0,1,3
11,1747,496,45.0,75.8,3,2
8,1208,559,34.6,68.0,2,1
12,1913,354,27.8,64.7,2,3
9,1578,46,19.1,67.1,2,3
18,2728,424,13.0,66.1,2,3
16,2253,418,46.2,62.6,3,3
10,1716,17,38.0,66.8,2,3
13,1834,594,13.5,74.7,2,2
14,2273,119,37.5,55.7,2,3
12,2060,129,19.4,75.2,3,3
7,1423,662,39.4,79.4,3,1
1,600,84,32.1,57.7,1,2
4,938,298,34.0,54.2,1,2
9,1429,20,43.1,66.0,3,3
17,2333,43,21.4,62.7,2,4
13,2119,419,23.5,74.1,2,3
2,877,38,44.2,67.9,2,2
7,1349,36,38.1,58.0,2,3
15,2519,882,47.3,54.1,3,2
13,1802,102,47.5,60.5,3,3
1,323,325,16.8,63.4,0,1
15,2181,853,19.9,75.1,2,2
19,2800,178,39.6,74.6,3,4
6,1241,170,43.0,78.8,3,2
2,665,1000,27.6,54.0,1,0
7,1468,36,23.6,52.1,1,3
5,894,893,33.6,62.5,2,1
8,1435,509,25.8,57.2,1,2
20,2848,492,27.8,69.9,3,3
8,1489,818,39.3,50.1,2,1
15,2395,280,50.4,72.0,4,3
18,2693,418,41.0,75.3,3,3
5,957,423,25.4,59.8,1,2
16,2555,72,13.8,55.2,1,4
14,2379,681,41.2,53.4,3,2
19,2732,691,29.8,83.0,3,3
19,2827,72,13.0,69.5,2,4
18,3000,111,39.6,69.9,3,4
5,776,378,29.7,58.7,1,2
0,473,88,25.3,52.7,0,0
3,778,493,46.1,72.8,2,1
20,3000,438,37.4,53.6,3,3
19,2865,104,26.7,71.9,3,4
8,1464,371,13.0,55.7,1,2
19,2631,467,31.0,66.6,3,3
16,2408,107,16.2,55.8,1,4
15,2334,216,25.0,58.5,2,3
9,1613,48,21.9,62.6,1,3
19,2698,41,30.1,68.6,3,4
14,2172,512,26.6,64.6,2,3
14,1968,882,35.6,83.0,3,2
9,1440,605,35.3,46.5,1,2
9,1707,896,30.4,75.9,2,1
4,1065,472,26.1,70.2,2,1
6,677,809,47.8,62.6,2,1
12,1861,39,17.8,59.4,1,3
2,568,172,25.1,69.2,1,2
12,2027,544,34.3,54.7,2,2
2,955,300,22.0,65.7,1,2
14,2331,44,41.8,56.2,3,4
6,1108,28,22.3,56.2,1,3
0,333,885,53.0,68.2,0,0
12,2269,863,26.0,57.5,2,1
1,448,796,37.9,49.2,1,0
10,1584,118,25.0,56.7,1,3
20,2788,530,45.7,73.6,4,3
5,1184,746,45.7,76.0,3,1
3,632,403,18.2,62.3,0,1
7,1439,79,34.0,67.7,2,3
11,1803,847,32.8,69.7,2,1
10,1811,407,27.8,75.1,2,2
4,1354,765,28.3,46.4,1,1
20,3000,1000,33.9,46.5,2,2
19,2950,372,34.1,75.2,3,3
3,988,101,13.0,52.0,0,2
18,2858,638,17.3,63.9,2,3
19,3000,378,38.0,60.4,3,3
5,1012,426,31.6,62.0,1,1
7,1279,854,36.2,65.9,2,1
17,2690,416,23.3,49.2,2,3
2,488,63,40.9,57.6,2,2
17,2760,112,14.2,61.0,2,4
17,2720,165,41.5,55.4,3,4
2,654,370,38.4,63.7,2,1
1,481,70,19.5,80.0,1,2
10,1697,779,47.0,49.0,2,1
7,885,846,35.6,62.1,2,1
18,2753,60,13.0,82.4,2,4
14,2238,936,28.8,66.0,2,2
6,1486,979,35.7,53.0,2,1
7,1319,760,50.0,49.7,2,1
15,2434,380,29.8,66.7,2,3
16,2302,547,30.3,66.4,3,3
11,2002,26,44.9,43.8,2,3
11,1807,712,18.4,56.0,0,2
7,1311,386,35.7,75.1,2,2
9,1501,647,46.4,73.7,3,2
0,293,998,36.3,68.8,0,0
12,2017,1000,13.0,58.1,1,1
19,2957,776,32.8,66.3,3,3
4,886,273,14.8,64.1,1,2
