count,co2_level,temp,humidity,ldr_diff,fan_speed,light_intensity
22,1550,24.0,80.8,2031,3,3
22,1543,30.9,62.3,1770,2,3
11,1016,48.2,70.3,0,3,0
18,1319,36.6,70.8,3782,3,4
15,1356,28.1,45.0,1755,1,2
30,2055,26.9,45.0,3187,2,4
9,1095,37.5,73.1,246,2,0
13,1080,33.7,58.7,-830,2,0
15,809,31.1,56.4,126,2,1
11,897,50.4,74.3,-882,3,1
4,276,55.0,58.4,2326,2,2
16,1329,28.3,85.0,2345,2,3
16,1680,35.0,76.4,2129,3,2
11,1196,49.1,66.0,23,3,1
11,895,42.3,45.0,-356,1,0
5,725,40.6,75.8,-578,2,0
19,1547,36.5,71.8,-2415,3,1
21,1392,38.8,55.3,885,2,2
3,363,41.9,65.1,-573,2,0
24,1676,25.3,65.2,129,2,1
17,1347,30.0,50.9,1247,2,1
16,1210,47.9,76.4,503,4,1
26,1752,30.3,72.8,-861,3,2
4,280,40.4,68.8,-1030,2,0
5,517,27.6,61.1,188,1,0
30,1888,26.2,66.8,-645,2,2
20,1645,38.4,66.9,591,3,2
10,1088,37.2,46.7,272,2,0
2,513,32.6,84.3,3133,2,2
26,2054,32.4,61.4,932,2,2
11,1049,43.8,51.0,1440,2,1
28,2077,35.9,83.7,1713,4,3
29,2182,36.6,67.0,819,3,2
20,1603,37.6,77.3,338,3,1
7,971,34.0,71.8,2220,2,2
24,1759,18.6,59.7,310,1,1
9,757,42.2,80.6,201,3,1
28,1969,29.8,76.5,1378,3,2
19,1624,35.2,85.0,2588,3,3
1,407,45.0,76.4,1131,2,1
22,1741,24.9,57.4,1017,2,2
28,1869,34.6,66.3,2189,3,3
26,1649,24.9,62.6,3099,2,4
29,1777,35.9,85.0,-647,4,2
14,1175,38.9,78.0,-1386,2,1
17,1263,40.9,58.3,-1432,2,1
17,1229,39.3,55.5,-1023,2,1
14,1182,34.1,72.3,2426,2,2
6,495,31.1,75.4,745,2,1
26,1694,24.9,78.1,1906,3,3
10,1485,42.0,73.6,-784,3,1
18,1521,24.5,65.7,-1337,2,1
6,782,49.3,70.8,326,3,0
22,1636,38.8,47.5,189,2,1
2,325,24.3,59.3,2494,1,1
10,995,35.3,65.2,-730,2,0
6,639,39.3,69.1,-273,2,0
21,1203,55.0,58.9,-851,4,1
29,1762,30.1,49.2,-554,2,2
1,603,37.1,73.4,285,2,0
24,1919,33.5,71.9,2772,3,4
14,1014,36.2,81.8,-1094,3,1
28,1704,25.2,73.4,-135,2,3
28,1938,39.6,46.0,159,2,2
22,1536,29.4,73.3,423,3,2
24,1752,31.4,62.5,476,2,2
14,1246,41.4,64.2,2768,2,3
4,500,30.2,80.4,-1263,2,0
23,1560,39.1,51.6,1570,2,2
11,1022,32.1,77.6,3161,3,3
25,1955,31.4,50.9,3005,2,4
25,1619,42.9,61.0,-1113,3,1
7,756,46.5,48.5,-2409,2,0
20,1161,51.2,65.0,-479,3,0
8,1028,41.6,68.1,1357,2,1
11,976,51.9,72.0,1125,3,1
16,1705,36.0,62.8,174,2,1
27,2094,49.8,72.6,-133,4,2
3,762,31.1,75.7,-341,2,0
30,2157,37.6,75.1,284,3,2
22,1526,15.0,55.2,958,1,2
2,364,36.3,73.7,-2039,2,0
27,1872,53.8,61.9,-1012,4,2
24,1642,15.3,58.4,-1188,1,2
8,797,41.0,61.7,-2068,2,0
11,1141,27.0,52.6,-805,1,1
20,1807,29.4,71.9,-1166,3,1
6,979,41.9,69.4,-1487,2,0
29,1818,38.4,63.7,-1279,3,2
17,1499,19.1,66.0,-954,1,1
10,824,42.9,77.2,145,4,0
15,1290,35.1,69.6,-2100,3,1
4,516,25.8,55.0,1594,1,1
3,638,19.3,67.3,-318,1,0
22,1677,42.8,66.0,334,3,1
2,380,36.2,65.5,853,2,0
18,1677,18.8,73.0,4,2,1
29,2195,38.5,58.6,3075,3,4
29,2002,22.5,75.2,968,2,3
23,1497,28.1,76.2,178,3,2
1,690,35.0,52.1,1266,1,1
28,1797,41.9,57.9,70,3,2
27,1693,46.6,59.7,2250,3,3
14,1405,39.3,72.2,-1682,3,1
10,950,30.2,58.2,252,2,1
8,1090,40.6,71.5,3465,2,3
18,1428,15.0,65.6,252,1,1
13,908,17.7,56.8,1385,1,2
0,200,24.9,76.8,196,0,0
22,1693,36.4,63.0,794,3,2
9,903,28.1,70.4,-1485,2,0
10,981,50.5,77.7,0,4,1
14,1050,46.3,45.0,-586,2,0
3,589,38.6,79.8,-921,2,0
15,1337,25.4,66.3,368,2,1
12,1203,49.6,73.5,3443,3,3
9,779,26.5,67.0,-986,1,0
11,894,33.8,71.8,2591,2,2
23,1706,40.9,72.1,-1649,3,2
28,2021,36.6,61.0,29,3,1
2,543,41.2,62.1,-236,2,0
15,1040,46.7,69.2,-392,3,1
14,1175,15.2,54.4,70,1,1
7,524,37.0,52.5,-2470,1,0
5,522,36.1,76.8,1718,2,1
11,1121,16.1,64.9,312,1,0
19,1024,42.4,59.0,-274,3,1
19,1710,34.2,50.3,563,2,1
22,1792,34.3,73.1,186,3,1
20,1206,20.4,68.4,0,2,1
22,1775,30.4,56.0,-798,2,1
2,200,37.5,48.2,200,1,0
15,1230,26.3,65.8,0,1,1
8,666,44.8,71.6,-1745,3,0
29,1788,40.4,70.2,-1887,4,2
17,1665,38.4,46.9,-1113,2,1
8,771,24.9,45.0,-995,0,0
8,669,42.2,45.9,307,2,1
10,1005,25.6,66.8,-1464,2,0
25,1724,30.6,62.0,699,2,2
6,862,39.8,60.7,-2400,2,0
20,1616,32.1,45.0,-2497,2,1
30,1783,36.7,67.7,-1873,3,2
21,1392,39.3,61.8,1332,3,2
4,306,29.6,45.0,162,1,0
11,1096,21.7,72.5,1111,1,1
17,1620,15.4,73.2,692,1,2
16,1187,23.1,66.2,3124,2,3
22,1662,38.1,58.8,-237,2,1
11,892,34.6,76.0,242,2,1
25,1601,20.0,68.9,-2324,2,1
8,935,47.0,50.0,-1802,2,0
24,2100,27.9,68.4,685,3,2
29,1920,49.2,61.2,-436,4,2
28,1796,28.0,77.6,1514,3,3
3,922,17.2,81.2,82,2,0
27,1917,34.2,72.2,-1222,3,1
5,756,42.8,52.1,-1414,2,0
13,1125,29.3,50.9,239,1,1
21,1427,38.8,62.5,2362,3,3
30,2058,41.6,63.6,-67,3,2
16,1388,44.5,54.1,207,2,1
21,1907,26.0,53.2,746,1,2
2,262,15.6,70.4,2527,0,2
2,241,34.1,53.1,-2410,1,0
8,959,29.4,65.2,3595,1,3
30,2157,28.1,66.0,34,2,2
19,1596,20.6,54.9,1819,1,2
26,2013,37.1,85.0,-997,4,1
23,1526,45.3,77.1,1782,4,3
27,2060,40.5,62.8,-450,3,1
17,1177,35.2,76.2,-650,3,1
20,1357,55.0,63.6,77,3,1
8,574,36.3,72.9,-1312,2,0
17,1251,44.3,60.8,-1644,3,1
9,1109,30.6,74.8,2388,2,2
0,426,28.1,75.1,-556,0,0
7,840,49.0,66.4,1875,3,1
20,1425,46.8,85.0,364,4,1
3,667,37.8,74.3,-518,2,0
16,1570,39.0,69.1,912,3,2
26,1847,51.8,62.2,-355,4,2
21,1458,22.5,82.9,-385,2,1
15,1198,46.6,60.3,1479,3,2
3,549,44.9,58.8,1540,2,1
27,1750,19.0,76.3,-1268,2,2
15,1192,47.6,74.7,450,3,1
14,1114,43.0,55.7,-2383,2,1
24,1670,38.7,83.5,-309,4,1
0,640,36.3,62.0,-497,0,0
26,2030,32.5,60.7,-155,2,2
4,642,27.2,72.7,2515,1,2
27,2016,25.3,61.7,953,2,2
29,1936,31.5,75.8,-491,3,2
30,1966,37.7,70.6,1295,4,3
26,1279,37.5,70.2,2575,3,4
28,2102,31.4,72.9,349,3,2
18,1117,25.4,78.6,1819,2,2
9,987,30.7,58.6,243,2,0
30,2310,17.2,71.0,268,2,2
15,1340,35.5,60.2,-1617,2,1
25,1709,33.9,67.5,783,2,2
4,803,32.5,68.1,-987,2,0
9,970,37.8,58.2,2092,2,1
27,2032,43.5,74.5,251,4,2
26,1743,26.4,64.9,135,2,2
9,572,32.3,49.3,-1419,1,0
21,1345,33.1,82.9,1287,3,2
0,200,21.8,60.4,2238,0,0
15,1147,38.1,75.0,1486,3,2
26,1818,23.4,55.8,34,1,1
23,1784,36.4,69.3,1087,3,2
30,2195,54.2,68.8,316,4,2
4,626,48.6,71.3,1634,3,1
8,796,55.0,53.5,-935,3,0
5,539,35.4,80.9,1375,2,1
30,1854,30.1,63.5,1814,3,3
24,2074,46.2,61.4,322,3,2
24,1607,24.4,49.5,2650,2,3
23,1695,31.2,79.0,1397,3,2
8,567,40.0,65.2,-132,2,0
17,1802,15.0,52.4,-921,0,1
2,599,53.6,53.7,-260,2,0
21,1434,32.5,75.6,-1889,3,0
28,2038,39.2,75.7,1529,4,3
23,1648,36.3,59.5,1174,3,2
26,1502,31.9,72.7,-818,3,2
20,1700,40.4,55.7,-2088,2,1
6,861,35.3,71.5,1396,2,1
0,444,39.6,74.4,1589,0,0
1,351,31.8,52.1,760,1,0
9,908,31.5,49.9,323,1,0
15,1302,22.5,50.1,90,1,1
13,1080,27.0,67.6,146,2,0
8,782,36.6,72.7,295,2,0
11,1014,41.0,54.0,1674,2,2
25,1986,43.8,72.7,161,3,2
20,1606,42.8,67.6,-593,3,1
21,1349,34.3,65.3,3565,2,4
22,1328,39.3,62.0,-875,3,1
15,946,47.7,66.2,-1860,3,1
20,1731,20.1,52.3,875,1,2
23,1521,39.0,60.5,240,3,2
0,295,44.5,56.9,-1389,0,0
13,1001,37.5,62.4,3547,2,3
21,1377,24.8,54.0,2217,2,2
26,1561,35.3,72.0,1491,3,3
0,290,43.1,47.2,180,0,0
5,592,45.1,60.6,1967,2,1
4,767,28.9,80.0,920,2,1
7,972,38.2,61.7,0,2,0
17,1295,53.8,65.9,-2305,3,1
7,851,36.9,65.2,722,2,0
16,1403,36.9,55.2,-2046,2,1
1,200,23.7,79.5,-1310,1,0
28,1941,34.6,63.3,123,3,2
25,1846,23.7,70.1,-36,2,2
27,1902,34.1,67.6,1360,3,3
29,2234,37.4,70.6,1865,4,3
4,563,48.4,55.8,-572,2,0
20,1578,17.6,58.6,201,1,1
18,1603,44.9,50.4,970,2,2
26,1711,24.5,77.3,1884,3,3
29,2171,40.0,56.3,574,3,2
12,1089,43.2,63.3,1354,3,1
26,1797,15.0,77.9,2168,2,3
9,806,34.0,69.0,519,2,0
28,1905,37.7,64.8,1750,3,3
21,1507,43.7,55.5,-1646,2,1
27,1826,29.2,57.1,3888,2,4
14,1518,34.7,59.8,2395,2,3
3,398,31.1,51.2,-798,1,0
9,860,16.4,47.3,-877,0,0
22,1752,51.6,69.7,1373,4,3
30,1833,55.0,79.2,392,4,2
18,1438,35.4,48.3,429,2,2
6,550,27.8,45.0,2958,1,2
25,1823,34.6,45.2,214,2,2
13,1038,23.5,77.0,2239,2,2
14,1333,32.6,72.1,1688,2,2
24,1572,34.6,71.2,847,3,2
0,538,34.0,70.5,-239,0,0
11,1003,27.2,69.8,-433,2,0
10,1300,34.9,70.5,-236,2,0
23,1802,33.6,61.8,-1950,2,1
13,1353,29.8,62.7,-241,3,1
1,441,25.3,58.7,373,1,0
27,1694,38.9,62.9,320,3,2
25,1795,39.8,62.5,2158,3,3
12,1159,50.2,85.0,2214,4,2
5,655,36.4,75.5,-755,2,0
20,1236,50.6,81.1,1834,4,3
26,1716,47.6,85.0,2035,4,3
3,471,43.5,45.0,1378,1,1
0,333,37.4,60.6,722,0,0
13,855,36.7,66.3,-1275,2,0
6,614,33.6,49.0,2740,1,2
14,1254,41.6,70.0,1223,3,2
22,1424,40.6,61.2,0,2,1
17,1259,36.4,61.6,2759,2,3
24,1788,33.9,59.7,169,2,2
22,1688,32.1,84.8,-2094,3,1
13,1191,40.6,72.2,129,3,1
7,688,36.5,71.7,2589,2,2
28,1888,20.8,76.2,633,2,2
7,620,22.5,64.6,201,1,0
26,2029,29.2,60.3,589,2,2
22,1716,38.4,64.1,1348,3,2
29,2134,50.2,75.5,-9,4,2
11,1103,39.5,63.7,214,2,1
8,833,42.3,68.6,-1276,2,0
3,200,28.2,61.0,2211,1,1
30,1942,46.1,69.3,77,4,2
25,1719,18.9,70.3,2819,2,4
11,871,42.2,66.0,1512,3,1
3,338,54.1,47.7,253,2,0
4,640,21.1,65.1,198,1,0
4,382,17.3,66.5,1436,1,1
11,848,39.0,78.2,-122,3,0
19,1193,43.4,82.5,-42,4,1
14,1576,46.7,62.0,1765,3,2
23,1438,24.8,55.5,147,2,1
29,1860,42.3,81.0,1439,4,3
24,1951,45.5,45.0,1614,3,3
10,963,28.5,60.4,114,1,0
1,200,32.4,61.0,-1150,1,0
12,920,44.4,62.6,-271,2,0
30,2200,32.6,85.0,2084,4,3
30,1954,52.3,75.3,2447,4,4
10,829,49.6,55.0,1602,2,2
4,814,24.5,63.5,-304,1,0
13,1161,32.0,62.9,1768,2,2
22,1466,35.0,81.4,159,4,1
29,2147,26.9,54.7,-1964,2,2
25,1397,44.4,78.6,2705,4,4
28,1606,42.5,71.1,2260,4,3
28,2218,30.1,62.2,1887,2,3
22,1653,48.7,63.5,-33,3,1
10,803,35.3,75.2,2197,2,2
2,655,19.5,64.1,-464,1,0
5,436,42.1,60.4,-82,2,0
7,762,29.4,66.9,2290,2,2
26,1560,36.3,70.9,2607,3,4
10,601,19.0,51.2,-390,1,0
10,762,43.3,58.0,324,2,1
6,662,39.2,45.0,-1695,1,0
3,566,29.6,59.5,200,1,0
22,1633,29.3,77.6,-290,3,1
2,671,33.5,71.7,-129,2,0
20,1845,39.2,59.1,-1196,3,1
3,402,31.6,52.0,-706,2,0
12,781,39.5,59.9,-718,2,0
19,1585,37.3,67.8,2079,3,3
17,1162,15.0,61.7,1706,1,2
23,1473,34.2,66.9,-2237,2,2
17,1543,22.4,58.1,1612,1,2
4,644,39.1,60.1,1691,2,1
28,2109,23.3,53.2,1099,2,2
14,1065,40.1,50.2,2627,2,3
21,1399,31.3,66.4,173,2,1
28,2011,19.1,61.9,2747,2,4
16,1116,34.5,73.9,175,2,1
2,417,24.8,57.2,152,1,0
21,1593,33.7,59.0,-1969,2,1
20,1610,38.5,71.7,-2344,3,1
19,1526,19.4,58.0,50,1,1
23,2053,44.9,72.3,1315,4,2
26,1747,15.0,72.7,2672,2,4
22,1546,24.7,70.5,-2012,2,1
12,1278,30.1,64.8,389,2,1
23,1816,39.0,64.3,-1402,2,1
4,638,36.3,75.9,-972,2,0
29,1961,20.9,58.7,-2401,2,2
6,485,26.0,76.2,1858,2,1
5,835,24.6,66.6,1009,1,1
23,1459,42.0,77.1,261,4,1
11,820,41.1,77.7,192,2,1
29,2264,43.6,71.3,1486,4,3
17,884,33.5,68.9,117,2,0
21,1284,19.1,66.3,2233,2,3
14,1513,55.0,45.0,-1131,3,1
23,1846,36.8,77.1,-1702,3,1
9,906,37.9,61.4,182,2,0
27,1937,35.9,59.3,2628,3,4
22,1892,55.0,60.1,-1594,4,1
16,1024,46.9,61.6,1156,2,2
2,602,40.5,75.0,149,2,0
1,525,33.7,70.3,-1475,1,0
2,668,31.3,61.6,127,1,0
27,1835,41.2,60.1,1506,3,2
29,1985,38.5,58.0,-2169,3,2
28,2030,33.3,72.8,266,3,2
21,1379,44.4,50.6,211,3,1
18,1244,49.0,77.4,227,4,1
21,1663,46.4,69.2,331,3,1
17,1423,40.7,55.4,-2390,2,1
13,1156,42.3,70.3,444,2,1
2,402,31.8,71.6,-141,1,0
15,1107,39.2,66.7,856,2,2
25,1974,38.6,57.2,1827,2,3
0,200,27.3,72.8,1170,0,0
16,1134,21.7,85.0,-393,2,1
14,1288,29.1,73.3,1433,2,2
23,1870,45.6,60.1,1296,3,2
13,1266,55.0,76.6,481,4,1
24,1981,47.3,69.7,2150,4,3
12,999,32.2,52.9,-2497,1,1
29,2116,36.3,61.7,235,3,2
7,611,25.5,50.6,221,1,0
4,687,35.8,53.8,186,1,0
22,1591,24.4,69.3,1671,2,2
1,733,25.1,67.9,-785,1,0
25,1909,49.8,81.0,-1560,4,2
10,974,51.6,62.3,1235,3,1
6,495,27.8,78.5,2990,2,2
2,200,41.0,77.9,-538,2,0
25,2105,50.3,47.3,2264,3,3
15,1283,39.6,62.7,-1581,2,1
16,1264,31.6,73.1,-1509,2,1
27,1972,28.5,71.4,-25,3,2
25,1964,43.0,71.9,1694,4,3
11,1016,21.1,72.2,717,1,1
4,412,29.3,57.2,1616,2,1
20,1512,28.2,63.3,159,3,1
27,1992,26.3,61.7,1436,2,3
11,624,29.2,56.6,1720,1,1
9,1015,16.4,73.4,2593,1,2
14,1162,42.9,63.4,1765,2,2
14,1100,40.4,72.4,-832,3,1
0,312,42.2,73.6,3193,0,0
8,509,38.2,73.5,1863,2,2
19,1427,23.7,62.2,1173,1,2
11,712,24.3,56.2,-176,1,0
30,1994,50.4,76.7,463,4,2
29,1891,39.5,58.9,1259,3,3
8,1066,45.8,79.4,974,3,1
23,1544,15.0,60.4,859,1,2
7,850,46.2,76.6,-270,2,0
11,1003,28.5,76.6,673,2,1
12,1174,26.2,63.7,-2078,1,1
27,2410,55.0,67.1,2305,4,3
28,1969,34.3,73.1,-398,3,2
10,1249,24.0,68.9,163,2,0
25,1776,19.7,70.8,1352,2,3
0,487,37.7,61.9,-1985,0,0
13,1318,42.1,49.8,-168,2,1
8,1107,22.0,64.8,1777,1,1
15,1406,25.8,65.2,1314,2,2
26,1728,26.8,67.8,219,2,2
0,417,16.1,49.7,197,0,0
28,1616,47.4,78.9,0,4,2
30,1847,31.0,63.4,-2322,3,2
27,2101,28.9,59.5,246,2,2
18,1473,39.7,61.1,-1434,2,1
7,726,19.9,85.0,1110,2,1
20,1344,33.2,61.0,977,2,2
25,1768,26.5,71.7,-323,2,2
1,472,34.0,72.4,-2415,2,0
3,462,40.6,65.8,949,2,1
13,1082,37.6,64.8,765,2,1
29,1900,33.2,77.4,-1326,3,2
2,274,15.8,79.8,-849,1,0
19,1283,30.6,73.4,268,3,1
21,1498,38.3,71.7,738,3,1
2,570,40.0,48.4,2326,1,1
1,497,31.0,55.0,2445,1,1
4,833,35.7,63.3,554,2,0
2,656,15.0,70.1,-1109,1,0
18,1644,29.1,72.2,1253,2,2
13,989,21.1,62.8,-698,1,0
29,1881,46.0,54.6,-942,3,2
12,913,33.1,77.4,1654,3,2
8,826,30.0,68.7,44,2,0
3,547,31.2,65.5,171,1,0
13,844,16.1,59.4,1227,1,1
4,200,31.1,60.9,300,1,0
3,612,48.2,56.0,1530,2,1
16,1603,39.7,49.4,-99,2,1
2,515,35.2,85.0,-2008,2,0
3,525,36.8,59.0,41,2,0
9,1089,48.2,57.5,1332,2,1
10,884,21.9,65.3,1258,1,1
9,844,45.0,57.0,-106,2,0
1,446,37.9,82.1,1692,2,1
7,816,34.3,51.5,-313,1,0
29,1876,43.2,85.0,355,4,2
20,1525,30.8,71.9,168,3,1
25,1969,45.1,78.0,-257,4,2
7,641,29.4,54.7,-846,1,0
23,1657,33.5,67.0,166,2,2
8,1144,31.4,74.1,246,2,0
3,293,42.1,65.9,-663,2,0
0,272,36.5,63.6,100,0,0
12,1205,19.2,63.4,1555,1,2
14,1066,36.0,55.6,3500,2,3
26,1597,37.2,73.5,-764,3,1
19,1513,54.3,64.6,287,3,1
13,902,28.1,81.6,-735,2,0
25,1653,37.5,54.3,451,2,2
3,647,38.6,55.8,-345,2,0
18,1369,26.0,66.3,123,3,1
2,658,25.1,67.0,-837,1,0
11,912,29.1,72.8,305,2,1
6,629,20.9,79.2,415,1,0
16,1480,42.3,72.9,-132,3,1
7,801,30.9,52.9,-1303,1,0
2,385,34.2,45.0,938,1,0
19,1652,19.4,65.4,1246,1,2
7,966,18.3,71.0,2811,1,2
2,571,29.4,51.0,963,1,1
19,1452,35.7,62.7,336,3,1
3,550,38.1,85.0,-127,2,0
21,1413,44.9,53.3,2422,2,3
9,834,40.6,56.6,-2298,2,0
25,2137,39.1,65.2,260,3,2
10,969,46.9,55.4,261,2,1
21,1829,21.2,54.2,887,1,2
4,588,40.7,71.6,1331,2,1
16,1290,43.3,54.3,1584,2,2
4,1102,38.9,57.0,651,2,0
12,961,38.5,56.2,3465,2,3
13,1173,24.5,58.1,-1781,1,0
18,1589,35.0,71.3,1499,3,2
13,1116,26.0,85.0,1349,2,1
8,869,52.3,84.7,-1332,4,0
18,1458,30.1,57.9,-671,2,1
7,906,32.9,84.7,903,2,1
12,921,31.9,68.1,190,2,0
17,1172,41.1,62.0,1153,3,2
8,996,46.7,65.0,1701,3,1
29,2159,34.2,70.1,-2161,3,2
6,765,55.0,60.3,-268,2,0
23,1753,45.8,71.6,272,3,2
13,937,47.8,66.1,1563,3,2
3,426,52.7,69.2,1197,3,0
6,917,51.4,71.7,-1112,3,0
8,849,37.4,64.5,2282,2,2
20,1340,41.1,68.0,285,2,2
30,1966,38.0,82.7,212,4,2
16,1386,55.0,67.1,0,4,1
26,1780,34.4,65.7,1926,3,3
12,981,38.5,74.9,864,3,1
11,865,27.6,60.7,3500,1,3
29,2137,37.3,70.9,3029,3,4
8,843,25.7,45.0,1469,0,1
23,1386,47.7,64.1,-113,3,1
15,1071,16.3,63.4,2253,1,2
16,1125,52.8,66.3,-345,4,1
3,278,31.4,56.4,-1262,1,0
23,1805,34.5,61.0,-1264,2,1
22,1495,51.1,73.4,-1816,4,1
22,1262,39.2,66.0,221,3,1
6,506,27.9,65.4,2722,1,2
20,1440,35.9,59.8,-394,2,1
11,948,23.3,53.4,432,1,1
8,616,30.3,82.1,-1255,2,0
2,490,37.4,58.4,985,2,0
9,544,55.0,73.4,17,3,0
12,966,42.8,70.8,-1164,3,0
27,1567,27.1,58.6,-2116,2,2
30,2237,26.0,66.3,2206,3,4
29,2066,20.6,74.7,1896,2,3
15,1243,31.3,64.4,2229,2,2
26,1658,45.8,50.1,-643,3,1
1,425,28.4,77.6,-1445,2,0
25,1971,41.8,61.5,118,3,1
7,752,27.2,63.2,2543,2,2
8,1058,30.8,73.6,1573,2,2
19,1329,42.5,71.8,2521,3,3
28,1977,42.7,54.7,57,3,2
13,994,30.7,60.7,-376,2,1
1,443,55.0,61.6,1935,3,1
27,1525,30.9,60.2,3113,2,4
2,577,44.2,75.5,-1920,3,0
4,746,42.8,48.8,-2371,2,0
25,1798,34.4,62.4,-894,3,1
27,1896,15.0,51.3,2619,1,4
0,548,35.6,67.1,-1465,0,0
6,641,29.5,78.8,2066,2,2
12,1221,46.7,64.6,-122,3,0
19,1226,47.8,66.9,25,3,1
5,551,32.8,71.0,320,2,0
29,1900,32.7,75.8,-275,3,2
14,1525,34.8,60.7,222,2,1
23,1673,23.9,67.9,1764,2,3
29,2004,33.3,54.0,326,2,2
6,795,46.6,68.0,1501,2,1
21,1902,18.9,83.6,1614,2,2
5,608,24.8,79.0,1464,2,1
30,2044,23.8,47.2,2675,1,4
2,437,32.1,64.1,-270,1,0
1,293,33.0,85.0,-138,2,0
27,1949,45.0,64.0,-792,3,2
18,1435,41.6,83.1,-141,4,1
20,1651,32.0,73.5,3026,3,3
24,2041,22.3,57.6,981,2,2
17,1135,32.1,60.2,776,2,1
10,904,22.5,70.4,0,2,0
22,1490,25.6,50.1,2288,2,3
0,535,30.3,55.5,-635,0,0
29,1639,36.2,66.1,-413,3,2
18,1095,42.3,83.4,2324,3,3
7,671,55.0,60.3,0,3,0
27,1841,37.1,64.0,2161,3,3
5,1090,46.4,71.2,3389,3,2
1,375,31.3,73.7,998,2,0
3,608,53.5,65.5,1885,3,1
3,674,21.9,66.4,1,1,0
19,1488,36.8,61.4,263,2,1
4,570,24.9,70.7,-39,1,0
19,1751,29.1,68.0,1106,2,2
6,796,44.2,81.1,-1806,3,0
25,1557,41.2,63.9,1321,3,3
10,933,42.9,65.1,1162,2,1
24,1755,35.9,60.5,-392,3,1
7,626,30.9,56.9,-676,1,0
22,1572,31.9,60.1,429,2,1
14,857,33.0,65.2,212,2,1
15,1175,25.1,60.1,728,2,1
24,1957,32.6,45.1,3567,2,4
4,634,52.1,73.6,933,3,0
11,1071,24.8,45.0,529,1,1
14,896,19.8,68.9,2420,1,2
10,909,42.7,61.6,1636,3,1
15,947,35.4,51.1,2967,2,3
4,701,33.5,65.2,658,2,0
20,1558,15.0,45.0,-9,0,1
14,1313,35.4,59.4,77,2,1
2,465,46.0,76.0,139,3,0
29,1784,53.5,57.5,44,4,2
8,1040,36.6,59.9,2085,2,2
7,782,24.9,74.1,1470,2,1
8,615,43.1,62.0,-780,2,0
24,2015,24.7,61.7,-1904,2,2
20,1403,28.5,76.2,-960,2,1
8,691,45.4,55.8,2954,2,2
4,464,38.6,64.0,-28,2,0
0,381,26.5,63.2,240,0,0
26,1518,25.0,65.5,-382,2,2
29,2163,39.2,74.1,318,4,2
20,1603,34.3,66.3,-2006,2,1
24,1546,55.0,52.5,3601,4,4
19,1377,34.6,76.8,1429,3,2
7,753,29.8,70.3,-1821,2,0
13,1033,38.2,62.2,-1584,2,1
7,639,23.0,58.5,-2003,1,0
15,1405,25.9,67.9,227,2,1
12,1133,38.7,56.7,1587,2,2
26,1646,35.6,52.0,3560,2,4
29,1976,30.9,58.1,73,3,2
16,1346,51.5,60.9,3509,3,3
25,1851,34.6,68.4,-89,3,2
6,703,34.1,58.8,2111,2,1
19,1352,38.8,70.4,838,3,2
17,1205,48.8,66.0,-1831,3,1
5,833,30.4,49.1,-470,1,0
17,1385,30.3,79.3,107,2,1
29,2394,26.2,73.1,737,3,2
9,941,39.4,64.9,1186,2,1
26,1769,37.1,50.4,847,2,2
11,786,28.7,54.6,649,1,1
8,948,46.4,72.7,2007,3,1
27,1963,34.3,63.5,1930,3,3
22,1651,35.2,67.1,10,3,2
2,200,31.9,54.4,-2208,1,0
28,2206,35.3,71.4,86,3,2
20,1576,15.0,70.6,1357,2,2
11,817,37.0,66.2,122,2,0
15,992,24.0,79.2,1031,2,1
16,1518,27.6,68.0,219,2,1
23,1711,25.3,85.0,159,3,2
19,1429,30.7,53.5,79,1,1
30,1942,27.1,61.3,-1520,2,2
23,1889,30.7,69.4,538,3,1
27,1787,25.5,57.9,1275,2,3
17,1576,47.7,62.8,702,3,1
8,829,33.4,76.2,389,2,0
16,1207,39.8,80.1,1347,3,2
25,1533,31.7,61.5,-867,2,2
10,813,47.0,78.5,592,3,1
13,1123,40.6,80.5,3008,3,3
1,449,45.2,62.4,253,2,0
11,1140,33.7,59.2,341,2,1
24,1837,23.8,67.7,-137,2,2
7,862,23.7,74.8,1978,1,2
9,873,41.9,79.5,3399,3,3
23,1828,40.7,56.3,879,3,2
27,1703,18.9,52.7,1405,1,3
15,1265,31.7,51.6,966,2,2
19,1104,49.9,75.9,-1414,4,1
22,1465,38.4,71.1,1242,3,2
18,1360,34.2,77.1,1993,3,2
19,1438,19.0,76.3,-1809,2,1
25,1636,45.1,64.1,248,3,2
24,1621,33.7,64.7,-730,2,1
12,931,32.5,81.5,2942,3,2
14,1265,31.0,82.7,-2039,2,1
14,1223,49.4,70.9,-1176,3,0
13,1269,29.3,71.5,621,2,1
4,532,39.8,53.7,241,1,0
3,483,31.3,71.5,-1312,2,0
1,704,37.1,59.3,-2153,2,0
22,1752,16.8,63.9,217,1,2
29,2058,33.4,71.5,-524,3,2
1,262,44.7,67.8,608,2,0
19,1568,35.0,72.6,-1328,3,1
29,1917,35.6,63.7,254,3,2
16,1055,41.4,57.6,-833,2,1
6,922,40.1,66.6,-773,2,0
22,1467,30.7,60.2,103,2,1
10,975,37.5,70.3,1222,2,2
6,690,32.4,63.2,216,1,0
15,1381,41.8,68.6,-714,3,1
6,882,41.4,79.5,372,3,0
1,328,34.7,84.7,-364,2,0
7,851,26.4,49.8,-1349,1,0
16,1399,36.7,74.6,-934,3,1
